station_id,datetime,city,station_name,latitude,longitude,pm2_5,pm10,o3,no2,so2,co,pm2_5_aqi,pm10_aqi,o3_aqi,no2_aqi,so2_aqi,co_aqi,overall_aqi,overall_rating,pm2_5_rating,pm10_rating,o3_rating,no2_rating,so2_rating,co_rating
AA003,2025-03-26 21:20:36,addis_ababa,Piazza Station,9.033,38.7501,32,65,61,36,24,1,92.9,55.9,70.6,34.0,34.3,11.4,92.9,moderate,moderate,moderate,moderate,good,good,good
KA001,2025-03-26 01:36:27,kampala,Central Station,0.3177,32.5825,21,34,34,20,9,1,69.8,31.5,31.5,18.9,12.9,11.4,69.8,moderate,moderate,good,good,good,good,good
KA002,2025-03-26 09:03:57,kampala,Nakawa Station,0.3376,32.6251,21,32,41,18,12,2,69.8,29.6,38.0,17.0,17.1,22.7,69.8,moderate,moderate,good,good,good,good,good
KA003,2025-03-26 03:23:26,kampala,Makindye Station,0.2936,32.5851,21,47,37,22,15,2,69.8,43.5,34.3,20.8,21.4,22.7,69.8,moderate,moderate,good,good,good,good,good
NA001,2025-03-26 05:58:18,nairobi,CBD Station,-1.2921,36.8219,9,23,44,22,13,1,37.5,21.3,40.7,20.8,18.6,11.4,40.7,good,good,good,good,good,good,good
NA002,2025-03-26 18:54:43,nairobi,Industrial Area Station,-1.3074,36.8364,22,27,37,28,14,1,71.9,25.0,34.3,26.4,20.0,11.4,71.9,moderate,moderate,good,good,good,good,good
NA003,2025-03-26 18:02:11,nairobi,Westlands Station,-1.2659,36.8015,11,33,47,25,15,1,45.8,30.6,43.5,23.6,21.4,11.4,45.8,good,good,good,good,good,good,good
GA001,2025-03-26 23:58:36,gaborone,Main Mall Station,-24.6589,25.9124,44,77,69,30,32,4,122.1,61.9,96.7,28.3,45.7,45.5,122.1,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2025-03-26 09:53:32,gaborone,Broadhurst Station,-24.6428,25.9082,44,76,67,24,26,2,122.1,61.4,90.2,22.6,37.1,22.7,122.1,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2025-03-26 11:08:42,gaborone,Mogoditshane Station,-24.6279,25.8541,47,85,78,31,34,2,129.4,65.8,125.5,29.2,48.6,22.7,129.4,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
KI001,2025-03-26 08:57:37,kigali,City Center Station,-1.9501,30.0588,23,50,42,15,15,1,74.0,46.3,38.9,14.2,21.4,11.4,74.0,moderate,moderate,good,good,good,good,good
KI002,2025-03-26 17:58:33,kigali,Kicukiro Station,-1.9845,30.098,26,62,33,11,21,1,80.3,54.5,30.6,10.4,30.0,11.4,80.3,moderate,moderate,moderate,good,good,good,good
KI003,2025-03-26 20:23:09,kigali,Gikondo Station,-1.9739,30.0826,37,34,36,22,15,1,104.9,31.5,33.3,20.8,21.4,11.4,104.9,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
AA001,2025-03-27 06:59:00,addis_ababa,Bole Station,9.0227,38.7465,30,54,63,34,30,3,88.7,50.0,77.1,32.1,42.9,34.1,88.7,moderate,moderate,good,moderate,good,good,good
AA002,2025-03-27 18:11:25,addis_ababa,Merkato Station,9.0256,38.7469,39,71,51,31,33,1,109.8,58.9,47.2,29.2,47.1,11.4,109.8,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
AA003,2025-03-27 17:06:33,addis_ababa,Piazza Station,9.033,38.7501,38,60,71,38,37,2,107.4,53.5,101.0,35.8,52.3,22.7,107.4,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,moderate,good
KA001,2025-03-27 10:33:54,kampala,Central Station,0.3177,32.5825,25,54,38,19,13,2,78.2,50.0,35.2,17.9,18.6,22.7,78.2,moderate,moderate,good,good,good,good,good
KA002,2025-03-27 11:07:41,kampala,Nakawa Station,0.3376,32.6251,34,44,34,20,15,1,97.1,40.7,31.5,18.9,21.4,11.4,97.1,moderate,moderate,good,good,good,good,good
KA003,2025-03-27 01:59:30,kampala,Makindye Station,0.2936,32.5851,23,31,36,22,13,3,74.0,28.7,33.3,20.8,18.6,34.1,74.0,moderate,moderate,good,good,good,good,good
NA001,2025-03-27 09:13:16,nairobi,CBD Station,-1.2921,36.8219,14,35,56,31,11,1,55.2,32.4,54.3,29.2,15.7,11.4,55.2,moderate,moderate,good,moderate,good,good,good
NA002,2025-03-27 08:09:47,nairobi,Industrial Area Station,-1.3074,36.8364,21,47,54,27,14,1,69.8,43.5,50.0,25.5,20.0,11.4,69.8,moderate,moderate,good,good,good,good,good
NA003,2025-03-27 21:27:53,nairobi,Westlands Station,-1.2659,36.8015,10,22,41,28,18,1,41.7,20.4,38.0,26.4,25.7,11.4,41.7,good,good,good,good,good,good,good
GA001,2025-03-27 07:07:48,gaborone,Main Mall Station,-24.6589,25.9124,41,61,76,24,28,3,114.7,54.0,118.5,22.6,40.0,34.1,118.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA002,2025-03-27 11:21:19,gaborone,Broadhurst Station,-24.6428,25.9082,37,62,87,23,25,3,104.9,54.5,153.6,21.7,35.7,34.1,153.6,unhealthy,unhealthy_sensitive,moderate,unhealthy,good,good,good
GA003,2025-03-27 02:53:41,gaborone,Mogoditshane Station,-24.6279,25.8541,43,71,74,25,29,2,119.6,58.9,111.5,23.6,41.4,22.7,119.6,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
KI001,2025-03-27 16:52:55,kigali,City Center Station,-1.9501,30.0588,30,57,36,10,18,1,88.7,52.0,33.3,9.4,25.7,11.4,88.7,moderate,moderate,moderate,good,good,good,good
KI002,2025-03-27 08:23:43,kigali,Kicukiro Station,-1.9845,30.098,20,34,45,11,14,1,67.8,31.5,41.7,10.4,20.0,11.4,67.8,moderate,moderate,good,good,good,good,good
KI003,2025-03-27 17:42:38,kigali,Gikondo Station,-1.9739,30.0826,15,32,34,15,20,1,57.3,29.6,31.5,14.2,28.6,11.4,57.3,moderate,moderate,good,good,good,good,good
AA001,2025-03-28 00:40:28,addis_ababa,Bole Station,9.0227,38.7465,30,62,52,28,22,2,88.7,54.5,48.1,26.4,31.4,22.7,88.7,moderate,moderate,moderate,good,good,good,good
AA002,2025-03-28 01:45:26,addis_ababa,Merkato Station,9.0256,38.7469,37,59,64,34,31,3,104.9,53.0,80.4,32.1,44.3,34.1,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
AA003,2025-03-28 18:01:14,addis_ababa,Piazza Station,9.033,38.7501,35,55,66,27,24,2,99.2,51.0,86.9,25.5,34.3,22.7,99.2,moderate,moderate,moderate,moderate,good,good,good
KA001,2025-03-28 07:24:18,kampala,Central Station,0.3177,32.5825,32,47,34,15,11,1,92.9,43.5,31.5,14.2,15.7,11.4,92.9,moderate,moderate,good,good,good,good,good
KA002,2025-03-28 16:42:00,kampala,Nakawa Station,0.3376,32.6251,26,56,22,16,11,2,80.3,51.5,20.4,15.1,15.7,22.7,80.3,moderate,moderate,moderate,good,good,good,good
KA003,2025-03-28 12:11:27,kampala,Makindye Station,0.2936,32.5851,27,44,28,19,12,3,82.4,40.7,25.9,17.9,17.1,34.1,82.4,moderate,moderate,good,good,good,good,good
NA001,2025-03-28 15:07:26,nairobi,CBD Station,-1.2921,36.8219,14,27,39,29,7,2,55.2,25.0,36.1,27.4,10.0,22.7,55.2,moderate,moderate,good,good,good,good,good
NA002,2025-03-28 20:36:56,nairobi,Industrial Area Station,-1.3074,36.8364,23,34,44,29,15,1,74.0,31.5,40.7,27.4,21.4,11.4,74.0,moderate,moderate,good,good,good,good,good
NA003,2025-03-28 20:42:11,nairobi,Westlands Station,-1.2659,36.8015,15,46,57,31,9,2,57.3,42.6,57.5,29.2,12.9,22.7,57.5,moderate,moderate,good,moderate,good,good,good
GA001,2025-03-28 12:47:39,gaborone,Main Mall Station,-24.6589,25.9124,45,67,67,38,32,2,124.5,56.9,90.2,35.8,45.7,22.7,124.5,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2025-03-28 22:20:02,gaborone,Broadhurst Station,-24.6428,25.9082,39,88,71,37,34,3,109.8,67.3,101.0,34.9,48.6,34.1,109.8,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA003,2025-03-28 23:01:50,gaborone,Mogoditshane Station,-24.6279,25.8541,56,84,74,33,33,1,151.3,65.4,111.5,31.1,47.1,11.4,151.3,unhealthy,unhealthy,moderate,unhealthy_sensitive,good,good,good
KI001,2025-03-28 23:44:27,kigali,City Center Station,-1.9501,30.0588,28,44,50,11,18,1,84.5,40.7,46.3,10.4,25.7,11.4,84.5,moderate,moderate,good,good,good,good,good
KI002,2025-03-28 01:02:18,kigali,Kicukiro Station,-1.9845,30.098,20,48,45,17,19,1,67.8,44.4,41.7,16.0,27.1,11.4,67.8,moderate,moderate,good,good,good,good,good
KI003,2025-03-28 07:13:55,kigali,Gikondo Station,-1.9739,30.0826,28,51,43,12,19,1,84.5,47.2,39.8,11.3,27.1,11.4,84.5,moderate,moderate,good,good,good,good,good
AA001,2025-03-29 14:56:05,addis_ababa,Bole Station,9.0227,38.7465,31,50,64,32,21,1,90.8,46.3,80.4,30.2,30.0,11.4,90.8,moderate,moderate,good,moderate,good,good,good
AA002,2025-03-29 08:06:13,addis_ababa,Merkato Station,9.0256,38.7469,20,43,61,26,22,1,67.8,39.8,70.6,24.5,31.4,11.4,70.6,moderate,moderate,good,moderate,good,good,good
AA003,2025-03-29 02:36:06,addis_ababa,Piazza Station,9.033,38.7501,32,50,52,25,23,1,92.9,46.3,48.1,23.6,32.9,11.4,92.9,moderate,moderate,good,good,good,good,good
KA001,2025-03-29 08:37:39,kampala,Central Station,0.3177,32.5825,37,57,44,15,13,1,104.9,52.0,40.7,14.2,18.6,11.4,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KA002,2025-03-29 03:17:52,kampala,Nakawa Station,0.3376,32.6251,24,46,36,18,15,1,76.1,42.6,33.3,17.0,21.4,11.4,76.1,moderate,moderate,good,good,good,good,good
KA003,2025-03-29 00:04:29,kampala,Makindye Station,0.2936,32.5851,19,31,33,21,11,2,65.7,28.7,30.6,19.8,15.7,22.7,65.7,moderate,moderate,good,good,good,good,good
NA001,2025-03-29 12:18:41,nairobi,CBD Station,-1.2921,36.8219,22,26,33,26,10,1,71.9,24.1,30.6,24.5,14.3,11.4,71.9,moderate,moderate,good,good,good,good,good
NA002,2025-03-29 02:27:42,nairobi,Industrial Area Station,-1.3074,36.8364,22,20,49,24,15,1,71.9,18.5,45.4,22.6,21.4,11.4,71.9,moderate,moderate,good,good,good,good,good
NA003,2025-03-29 22:42:57,nairobi,Westlands Station,-1.2659,36.8015,24,41,40,33,11,1,76.1,38.0,37.0,31.1,15.7,11.4,76.1,moderate,moderate,good,good,good,good,good
GA001,2025-03-29 23:57:33,gaborone,Main Mall Station,-24.6589,25.9124,41,74,64,27,27,2,114.7,60.4,80.4,25.5,38.6,22.7,114.7,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2025-03-29 16:32:59,gaborone,Broadhurst Station,-24.6428,25.9082,37,77,70,17,30,3,104.9,61.9,100.0,16.0,42.9,34.1,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2025-03-29 00:50:19,gaborone,Mogoditshane Station,-24.6279,25.8541,36,61,69,24,33,2,102.5,54.0,96.7,22.6,47.1,22.7,102.5,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2025-03-29 01:09:11,kigali,City Center Station,-1.9501,30.0588,21,39,18,11,15,1,69.8,36.1,16.7,10.4,21.4,11.4,69.8,moderate,moderate,good,good,good,good,good
KI002,2025-03-29 06:01:16,kigali,Kicukiro Station,-1.9845,30.098,18,55,50,19,8,1,63.6,51.0,46.3,17.9,11.4,11.4,63.6,moderate,moderate,moderate,good,good,good,good
KI003,2025-03-29 08:57:44,kigali,Gikondo Station,-1.9739,30.0826,21,29,41,16,14,1,69.8,26.9,38.0,15.1,20.0,11.4,69.8,moderate,moderate,good,good,good,good,good
AA001,2025-03-30 19:56:27,addis_ababa,Bole Station,9.0227,38.7465,33,52,54,36,24,2,95.0,48.1,50.0,34.0,34.3,22.7,95.0,moderate,moderate,good,good,good,good,good
AA002,2025-03-30 11:37:29,addis_ababa,Merkato Station,9.0256,38.7469,27,56,59,25,16,2,82.4,51.5,64.1,23.6,22.9,22.7,82.4,moderate,moderate,moderate,moderate,good,good,good
AA003,2025-03-30 19:50:32,addis_ababa,Piazza Station,9.033,38.7501,35,70,59,27,24,3,99.2,58.4,64.1,25.5,34.3,34.1,99.2,moderate,moderate,moderate,moderate,good,good,good
KA001,2025-03-30 13:03:49,kampala,Central Station,0.3177,32.5825,29,47,27,12,12,3,86.6,43.5,25.0,11.3,17.1,34.1,86.6,moderate,moderate,good,good,good,good,good
KA002,2025-03-30 15:12:32,kampala,Nakawa Station,0.3376,32.6251,23,31,27,12,8,1,74.0,28.7,25.0,11.3,11.4,11.4,74.0,moderate,moderate,good,good,good,good,good
KA003,2025-03-30 17:00:45,kampala,Makindye Station,0.2936,32.5851,15,26,36,14,11,1,57.3,24.1,33.3,13.2,15.7,11.4,57.3,moderate,moderate,good,good,good,good,good
NA001,2025-03-30 01:50:52,nairobi,CBD Station,-1.2921,36.8219,13,23,45,31,10,1,53.1,21.3,41.7,29.2,14.3,11.4,53.1,moderate,moderate,good,good,good,good,good
NA002,2025-03-30 02:48:24,nairobi,Industrial Area Station,-1.3074,36.8364,17,26,38,21,12,1,61.5,24.1,35.2,19.8,17.1,11.4,61.5,moderate,moderate,good,good,good,good,good
NA003,2025-03-30 18:16:19,nairobi,Westlands Station,-1.2659,36.8015,16,29,45,27,14,1,59.4,26.9,41.7,25.5,20.0,11.4,59.4,moderate,moderate,good,good,good,good,good
GA001,2025-03-30 12:49:23,gaborone,Main Mall Station,-24.6589,25.9124,41,67,61,27,28,2,114.7,56.9,70.6,25.5,40.0,22.7,114.7,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2025-03-30 21:16:13,gaborone,Broadhurst Station,-24.6428,25.9082,46,72,69,20,29,2,127.0,59.4,96.7,18.9,41.4,22.7,127.0,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2025-03-30 11:33:36,gaborone,Mogoditshane Station,-24.6279,25.8541,42,71,64,30,30,2,117.2,58.9,80.4,28.3,42.9,22.7,117.2,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2025-03-30 09:50:43,kigali,City Center Station,-1.9501,30.0588,16,37,38,15,13,2,59.4,34.3,35.2,14.2,18.6,22.7,59.4,moderate,moderate,good,good,good,good,good
KI002,2025-03-30 00:09:02,kigali,Kicukiro Station,-1.9845,30.098,24,40,29,14,12,1,76.1,37.0,26.9,13.2,17.1,11.4,76.1,moderate,moderate,good,good,good,good,good
KI003,2025-03-30 09:43:31,kigali,Gikondo Station,-1.9739,30.0826,17,32,41,20,9,1,61.5,29.6,38.0,18.9,12.9,11.4,61.5,moderate,moderate,good,good,good,good,good
AA001,2025-03-31 16:24:23,addis_ababa,Bole Station,9.0227,38.7465,34,57,61,38,28,2,97.1,52.0,70.6,35.8,40.0,22.7,97.1,moderate,moderate,moderate,moderate,good,good,good
AA002,2025-03-31 19:07:26,addis_ababa,Merkato Station,9.0256,38.7469,28,54,55,34,22,3,84.5,50.0,51.0,32.1,31.4,34.1,84.5,moderate,moderate,good,moderate,good,good,good
AA003,2025-03-31 01:46:52,addis_ababa,Piazza Station,9.033,38.7501,30,59,51,33,26,3,88.7,53.0,47.2,31.1,37.1,34.1,88.7,moderate,moderate,moderate,good,good,good,good
KA001,2025-03-31 08:16:00,kampala,Central Station,0.3177,32.5825,28,48,25,24,15,2,84.5,44.4,23.1,22.6,21.4,22.7,84.5,moderate,moderate,good,good,good,good,good
KA002,2025-03-31 20:11:36,kampala,Nakawa Station,0.3376,32.6251,25,43,40,26,6,2,78.2,39.8,37.0,24.5,8.6,22.7,78.2,moderate,moderate,good,good,good,good,good
KA003,2025-03-31 00:03:53,kampala,Makindye Station,0.2936,32.5851,39,50,31,16,17,2,109.8,46.3,28.7,15.1,24.3,22.7,109.8,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
NA001,2025-03-31 19:23:16,nairobi,CBD Station,-1.2921,36.8219,18,36,37,28,12,1,63.6,33.3,34.3,26.4,17.1,11.4,63.6,moderate,moderate,good,good,good,good,good
NA002,2025-03-31 06:25:33,nairobi,Industrial Area Station,-1.3074,36.8364,19,29,45,30,20,1,65.7,26.9,41.7,28.3,28.6,11.4,65.7,moderate,moderate,good,good,good,good,good
NA003,2025-03-31 08:14:00,nairobi,Westlands Station,-1.2659,36.8015,23,36,44,23,16,1,74.0,33.3,40.7,21.7,22.9,11.4,74.0,moderate,moderate,good,good,good,good,good
GA001,2025-03-31 16:25:10,gaborone,Main Mall Station,-24.6589,25.9124,40,85,62,30,34,2,112.3,65.8,73.9,28.3,48.6,22.7,112.3,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2025-03-31 11:30:06,gaborone,Broadhurst Station,-24.6428,25.9082,42,58,59,30,28,1,117.2,52.5,64.1,28.3,40.0,11.4,117.2,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2025-03-31 15:51:47,gaborone,Mogoditshane Station,-24.6279,25.8541,42,84,68,30,25,2,117.2,65.4,93.5,28.3,35.7,22.7,117.2,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2025-03-31 01:30:47,kigali,City Center Station,-1.9501,30.0588,29,43,36,26,12,1,86.6,39.8,33.3,24.5,17.1,11.4,86.6,moderate,moderate,good,good,good,good,good
KI002,2025-03-31 12:56:17,kigali,Kicukiro Station,-1.9845,30.098,27,46,37,12,14,1,82.4,42.6,34.3,11.3,20.0,11.4,82.4,moderate,moderate,good,good,good,good,good
KI003,2025-03-31 21:42:46,kigali,Gikondo Station,-1.9739,30.0826,13,43,35,13,13,1,53.1,39.8,32.4,12.3,18.6,11.4,53.1,moderate,moderate,good,good,good,good,good
AA001,2025-04-01 04:54:35,addis_ababa,Bole Station,9.0227,38.7465,29,71,59,39,26,1,86.6,58.9,64.1,36.8,37.1,11.4,86.6,moderate,moderate,moderate,moderate,good,good,good
AA002,2025-04-01 02:06:38,addis_ababa,Merkato Station,9.0256,38.7469,31,61,62,35,24,2,90.8,54.0,73.9,33.0,34.3,22.7,90.8,moderate,moderate,moderate,moderate,good,good,good
AA003,2025-04-01 05:37:41,addis_ababa,Piazza Station,9.033,38.7501,30,56,65,27,20,1,88.7,51.5,83.7,25.5,28.6,11.4,88.7,moderate,moderate,moderate,moderate,good,good,good
KA001,2025-04-01 13:09:07,kampala,Central Station,0.3177,32.5825,34,44,39,19,13,1,97.1,40.7,36.1,17.9,18.6,11.4,97.1,moderate,moderate,good,good,good,good,good
KA002,2025-04-01 10:06:27,kampala,Nakawa Station,0.3376,32.6251,26,48,41,14,14,3,80.3,44.4,38.0,13.2,20.0,34.1,80.3,moderate,moderate,good,good,good,good,good
KA003,2025-04-01 02:49:52,kampala,Makindye Station,0.2936,32.5851,33,54,37,14,12,3,95.0,50.0,34.3,13.2,17.1,34.1,95.0,moderate,moderate,good,good,good,good,good
NA001,2025-04-01 05:36:58,nairobi,CBD Station,-1.2921,36.8219,19,35,43,30,18,1,65.7,32.4,39.8,28.3,25.7,11.4,65.7,moderate,moderate,good,good,good,good,good
NA002,2025-04-01 00:45:50,nairobi,Industrial Area Station,-1.3074,36.8364,37,37,53,32,16,1,104.9,34.3,49.1,30.2,22.9,11.4,104.9,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
NA003,2025-04-01 14:14:50,nairobi,Westlands Station,-1.2659,36.8015,17,45,44,34,13,1,61.5,41.7,40.7,32.1,18.6,11.4,61.5,moderate,moderate,good,good,good,good,good
GA001,2025-04-01 00:52:37,gaborone,Main Mall Station,-24.6589,25.9124,50,81,72,31,33,3,136.8,63.9,104.5,29.2,47.1,34.1,136.8,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA002,2025-04-01 05:09:39,gaborone,Broadhurst Station,-24.6428,25.9082,50,94,80,34,33,3,136.8,70.3,132.5,32.1,47.1,34.1,136.8,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA003,2025-04-01 16:31:48,gaborone,Mogoditshane Station,-24.6279,25.8541,45,63,74,32,34,2,124.5,55.0,111.5,30.2,48.6,22.7,124.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
KI001,2025-04-01 10:31:10,kigali,City Center Station,-1.9501,30.0588,20,49,42,18,14,1,67.8,45.4,38.9,17.0,20.0,11.4,67.8,moderate,moderate,good,good,good,good,good
KI002,2025-04-01 02:41:54,kigali,Kicukiro Station,-1.9845,30.098,23,41,37,10,12,1,74.0,38.0,34.3,9.4,17.1,11.4,74.0,moderate,moderate,good,good,good,good,good
KI003,2025-04-01 10:02:36,kigali,Gikondo Station,-1.9739,30.0826,31,47,50,17,16,1,90.8,43.5,46.3,16.0,22.9,11.4,90.8,moderate,moderate,good,good,good,good,good
AA001,2025-04-02 02:59:47,addis_ababa,Bole Station,9.0227,38.7465,28,47,70,29,19,3,84.5,43.5,100.0,27.4,27.1,34.1,100.0,moderate,moderate,good,moderate,good,good,good
AA002,2025-04-02 19:21:54,addis_ababa,Merkato Station,9.0256,38.7469,43,62,70,36,30,4,119.6,54.5,100.0,34.0,42.9,45.5,119.6,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
AA003,2025-04-02 17:35:18,addis_ababa,Piazza Station,9.033,38.7501,27,53,65,34,23,1,82.4,49.1,83.7,32.1,32.9,11.4,83.7,moderate,moderate,good,moderate,good,good,good
KA001,2025-04-02 08:49:20,kampala,Central Station,0.3177,32.5825,30,51,28,21,10,1,88.7,47.2,25.9,19.8,14.3,11.4,88.7,moderate,moderate,good,good,good,good,good
KA002,2025-04-02 06:07:47,kampala,Nakawa Station,0.3376,32.6251,24,35,34,19,18,3,76.1,32.4,31.5,17.9,25.7,34.1,76.1,moderate,moderate,good,good,good,good,good
KA003,2025-04-02 08:32:22,kampala,Makindye Station,0.2936,32.5851,30,44,29,15,15,1,88.7,40.7,26.9,14.2,21.4,11.4,88.7,moderate,moderate,good,good,good,good,good
NA001,2025-04-02 03:31:26,nairobi,CBD Station,-1.2921,36.8219,15,31,42,25,15,1,57.3,28.7,38.9,23.6,21.4,11.4,57.3,moderate,moderate,good,good,good,good,good
NA002,2025-04-02 05:04:28,nairobi,Industrial Area Station,-1.3074,36.8364,26,50,44,27,16,1,80.3,46.3,40.7,25.5,22.9,11.4,80.3,moderate,moderate,good,good,good,good,good
NA003,2025-04-02 03:22:02,nairobi,Westlands Station,-1.2659,36.8015,15,32,30,27,15,1,57.3,29.6,27.8,25.5,21.4,11.4,57.3,moderate,moderate,good,good,good,good,good
GA001,2025-04-02 05:13:00,gaborone,Main Mall Station,-24.6589,25.9124,43,78,80,28,30,3,119.6,62.4,132.5,26.4,42.9,34.1,132.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA002,2025-04-02 13:39:44,gaborone,Broadhurst Station,-24.6428,25.9082,49,79,67,32,29,2,134.3,62.9,90.2,30.2,41.4,22.7,134.3,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2025-04-02 21:35:54,gaborone,Mogoditshane Station,-24.6279,25.8541,43,81,78,26,32,2,119.6,63.9,125.5,24.5,45.7,22.7,125.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
KI001,2025-04-02 19:10:39,kigali,City Center Station,-1.9501,30.0588,30,54,51,21,15,1,88.7,50.0,47.2,19.8,21.4,11.4,88.7,moderate,moderate,good,good,good,good,good
KI002,2025-04-02 12:59:26,kigali,Kicukiro Station,-1.9845,30.098,22,29,37,13,5,1,71.9,26.9,34.3,12.3,7.1,11.4,71.9,moderate,moderate,good,good,good,good,good
KI003,2025-04-02 01:25:44,kigali,Gikondo Station,-1.9739,30.0826,31,53,34,16,13,1,90.8,49.1,31.5,15.1,18.6,11.4,90.8,moderate,moderate,good,good,good,good,good
AA001,2025-04-03 19:27:31,addis_ababa,Bole Station,9.0227,38.7465,30,59,58,26,26,2,88.7,53.0,60.8,24.5,37.1,22.7,88.7,moderate,moderate,moderate,moderate,good,good,good
AA002,2025-04-03 06:22:04,addis_ababa,Merkato Station,9.0256,38.7469,23,46,51,30,24,2,74.0,42.6,47.2,28.3,34.3,22.7,74.0,moderate,moderate,good,good,good,good,good
AA003,2025-04-03 15:13:46,addis_ababa,Piazza Station,9.033,38.7501,33,70,56,33,23,1,95.0,58.4,54.3,31.1,32.9,11.4,95.0,moderate,moderate,moderate,moderate,good,good,good
KA001,2025-04-03 06:18:46,kampala,Central Station,0.3177,32.5825,23,39,32,23,16,1,74.0,36.1,29.6,21.7,22.9,11.4,74.0,moderate,moderate,good,good,good,good,good
KA002,2025-04-03 20:45:57,kampala,Nakawa Station,0.3376,32.6251,27,47,47,26,11,1,82.4,43.5,43.5,24.5,15.7,11.4,82.4,moderate,moderate,good,good,good,good,good
KA003,2025-04-03 06:19:41,kampala,Makindye Station,0.2936,32.5851,25,53,39,20,8,1,78.2,49.1,36.1,18.9,11.4,11.4,78.2,moderate,moderate,good,good,good,good,good
NA001,2025-04-03 15:04:32,nairobi,CBD Station,-1.2921,36.8219,16,31,46,28,19,1,59.4,28.7,42.6,26.4,27.1,11.4,59.4,moderate,moderate,good,good,good,good,good
NA002,2025-04-03 02:06:22,nairobi,Industrial Area Station,-1.3074,36.8364,19,20,43,31,15,1,65.7,18.5,39.8,29.2,21.4,11.4,65.7,moderate,moderate,good,good,good,good,good
NA003,2025-04-03 12:50:27,nairobi,Westlands Station,-1.2659,36.8015,19,33,52,30,19,1,65.7,30.6,48.1,28.3,27.1,11.4,65.7,moderate,moderate,good,good,good,good,good
GA001,2025-04-03 16:21:37,gaborone,Main Mall Station,-24.6589,25.9124,52,90,81,38,33,1,141.7,68.3,136.0,35.8,47.1,11.4,141.7,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA002,2025-04-03 22:19:45,gaborone,Broadhurst Station,-24.6428,25.9082,43,68,66,23,35,2,119.6,57.4,86.9,21.7,50.0,22.7,119.6,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2025-04-03 19:11:57,gaborone,Mogoditshane Station,-24.6279,25.8541,49,68,69,25,32,2,134.3,57.4,96.7,23.6,45.7,22.7,134.3,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2025-04-03 21:42:01,kigali,City Center Station,-1.9501,30.0588,14,40,35,11,13,1,55.2,37.0,32.4,10.4,18.6,11.4,55.2,moderate,moderate,good,good,good,good,good
KI002,2025-04-03 11:43:35,kigali,Kicukiro Station,-1.9845,30.098,17,31,33,15,13,1,61.5,28.7,30.6,14.2,18.6,11.4,61.5,moderate,moderate,good,good,good,good,good
KI003,2025-04-03 05:29:13,kigali,Gikondo Station,-1.9739,30.0826,13,39,30,20,16,1,53.1,36.1,27.8,18.9,22.9,11.4,53.1,moderate,moderate,good,good,good,good,good
